RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2023-05-03;BOTZ39;BRBOTZBDR005;BOTZ;7;31,4542857;1;220,18
2023-05-03;BOVA11;BRBOVACTF003;BOVA;102802447;99,6627501;1;10245574593,99
2023-05-03;BOVB11;BRBOVBCTF001;BOVB;429014;104,1827876;1;44695874,48
2023-05-03;BOVV11;BRBOVVCTF009;BOVV;16194492;105,9754353;1;1716218340,7
2023-05-03;BOVX11;BRBOVXCTF005;BOVX;6569967;10,3982302;1;68316029,67
2023-05-03;BPAC11;BRBPACUNT006;BPAC;55451935;22,4400291;1;1244343035,83
2023-05-03;BPAC3;BRBPACACNOR7;BPAC;455;10,3756923;1;4720,94
2023-05-03;BPAC5;BRBPACACNPA0;BPAC;15903;5,544799;1;88178,94
2023-05-03;BPAN4;BRBPANACNPR1;BPAN;25325292;5,1207954;1;129685641,17
2023-05-03;BPFF11;BRBPFFCTF002;BPFF;30;62,3086666;1;1869,26
2023-05-03;BQYL39;BRBQYLBDR000;BQYL;55;28,404909;1;1562,27
2023-05-03;BRAP3;BRBRAPACNOR5;BRAP;134329;23,1959904;1;3115894,2
2023-05-03;BRAP4;BRBRAPACNPR2;BRAP;10908782;25,6522196;1;279834472,09
2023-05-03;BRAX11;BRBRAXCTF002;BRAX;615;87,6054634;1;53877,36
2023-05-03;BRBI11;BRBRBICDAM10;BRBI;528679;10,2998825;1;5445331,6
2023-05-03;BRCO11;BRBRCOCTF007;BRCO;13239;98,8110605;1;1308159,63
2023-05-03;BRCR11;BRBRCRCTF000;BRCR;35848;53,4519493;1;1916145,48
2023-05-03;BRFS3;BRBRFSACNOR8;BRFS;42743959;6,0765674;1;259736550,63
2023-05-03;BRIT3;BRBRITACNOR0;BRIT;645429;2,1540466;1;1390284,16
2023-05-03;BRIV4;BRBRIVACNPR3;BRIV;35;9,37;1;327,95
2023-05-03;BRKM3;BRBRKMACNOR1;BRKM;33963;20,0756714;1;681830,03
2023-05-03;BRKM5;BRBRKMACNPA4;BRKM;13886584;19,4264286;1;269766733,35
2023-05-03;BROF11;BRBROFCTF000;BROF;16073;59,0401007;1;948951,54
2023-05-03;BRPR3;BRBRPRACNOR9;BRPR;11003;66,0024029;1;726224,44
2023-05-03;BRSR3;BRBRSRACNOR3;BRSR;520;11,0292115;1;5735,19
2023-05-03;BRSR5;BRBRSRACNPA6;BRSR;200;18,23;1;3646
2023-05-03;BRSR6;BRBRSRACNPB4;BRSR;8050476;10,2059232;1;82162540,2
2023-05-03;BSIL39;BRBSILBDR009;BSIL;15;30,2773333;1;454,16
2023-05-03;BSLV39;BRBSLVBDR002;BSLV;29220;38,0875106;1;1112917,06
2023-05-03;BSOC39;BRBSOCBDR006;BSOC;3;21,79;1;65,37
2023-05-03;BTAL11;BRBTALCTF003;BTAL;328;88,2691463;1;28952,28
2023-05-03;BTCI11;BRBTCICTF005;BTCI;2527;9,0480371;1;22864,39
2023-05-03;BTLG11;BRBTLGCTF000;BTLG;9201;96,0784512;1;884017,83
2023-05-03;BTRA11;BRBTRACTF000;BTRA;429;76,7520979;1;32926,65
2023-05-03;BURT39;BRBURTBDR009;BURT;73267;39,77;1;2913828,59
2023-05-03;BXPO11;BRBXPOCTF007;BXPO;283;96,9869611;1;27447,31
2023-05-03;C1GP34;BRC1GPBDR006;C1GP;19;3,5;1;66,5
2023-05-03;C1MA34;BRC1MABDR006;C1MA;35;94,3048571;1;3300,67
2023-05-03;C1SU34;BRC1SUBDR001;C1SU;695;2,2797841;1;1584,45
2023-05-03;C2OI34;BRC2OIBDR003;C2OI;27102;12,4757217;1;338117,01
2023-05-03;CACR11;BRCACRCTF004;CACR;902;104,1396008;1;93933,92
2023-05-03;CALI3;BRCALIACNOR1;CALI;100;15,19;1;1519
2023-05-03;CAMB3;BRCAMBACNOR4;CAMB;17633;5,9120592;1;104247,34
2023-05-03;CAML3;BRCAMLACNOR3;CAML;7203744;7,0225376;1;50588563,15
2023-05-03;CARE11;BRCARECTF000;CARE;105;2,0508571;1;215,34
2023-05-03;CASH3;BRCASHACNOR8;CASH;82824049;0,8998161;1;74526414,88
2023-05-03;CATP34;BRCATPBDR003;CATP;8308;69,6126384;1;578341,8
2023-05-03;CBAV3;BRCBAVACNOR5;CBAV;11682911;5,7890491;1;67632945,53
2023-05-03;CCRO3;BRCCROACNOR2;CCRO;66678424;13,0326147;1;868994213,27
2023-05-03;CEAB3;BRCEABACNOR1;CEAB;12304194;2,8258386;1;34769666,8
2023-05-03;CEBR3;BRCEBRACNOR5;CEBR;545;13,197211;1;7192,48
2023-05-03;CEBR5;BRCEBRACNPA8;CEBR;2;13,085;1;26,17
2023-05-03;CEBR6;BRCEBRACNPB6;CEBR;1804;14,2205764;1;25653,92
2023-05-03;CEDO3;BRCEDOACNOR8;CEDO;228;6,8543859;1;1562,8
2023-05-03;CEDO4;BRCEDOACNPR5;CEDO;46;3,3752173;1;155,26
2023-05-03;CGAS3;BRCGASACNOR0;CGAS;1;116,45;1;116,45
2023-05-03;CGAS5;BRCGASACNPA3;CGAS;1615;127,9293869;1;206605,96
2023-05-03;CGRA3;BRCGRAACNOR2;CGRA;790;29,095405;1;22985,37
2023-05-03;CGRA4;BRCGRAACNPR9;CGRA;40842;28,0052108;1;1143788,82
2023-05-03;CHCM34;BRCHCMBDR001;CHCM;857;29,4887281;1;25271,84
2023-05-03;CHVX34;BRCHVXBDR008;CHVX;57218;83,7966667;1;4794677,68
2023-05-03;CIEL3;BRCIELACNOR3;CIEL;69986012;5,077661;1;355365250,36
2023-05-03;CLSA3;BRCLSAACNOR0;CLSA;2574216;5,6399765;1;14518517,9
2023-05-03;CLSC3;BRCLSCACNOR6;CLSC;5;48,49;1;242,45
2023-05-03;CLSC4;BRCLSCACNPR3;CLSC;2259;49,4434705;1;111692,8
2023-05-03;CMCS34;BRCMCSBDR008;CMCS;632;37,7573417;1;23862,64
2023-05-03;CMDB11;BRCMDBCTF001;CMDB;5;10,18;1;50,9
2023-05-03;CMIG3;BRCMIGACNOR6;CMIG;6500383;19,039279;1;123762605,86
2023-05-03;CMIG4;BRCMIGACNPR3;CMIG;56459245;12,1686558;1;687033119,3
2023-05-03;CMIN3;BRCMINACNOR2;CMIN;72037472;4,6039004;1;331653347,76
2023-05-03;COCA34;BRCOCABDR002;COCA;175436;52,9358808;1;9286859,19
2023-05-03;COCE5;BRCOCEACNPA3;COCE;25535;48,415718;1;1236295,36
2023-05-03;COGN3;BRCOGNACNOR2;COGN;128307183;1,9109481;1;245188374,7
2023-05-03;COLG34;BRCOLGBDR000;COLG;52;57,8;1;3005,6
2023-05-03;COPH34;BRCOPHBDR009;COPH;27693;43,0566204;1;1192366,99
2023-05-03;CORN11;BRCORNCTF002;CORN;5;8,218;1;41,09
2023-05-03;COWC34;BRCOWCBDR006;COWC;29091;62,3621147;1;1814176,28
2023-05-03;CPFE3;BRCPFEACNOR0;CPFE;7641554;33,0147904;1;252284303,78
2023-05-03;CPFF11;BRCPFFCTF000;CPFF;100;60,69;1;6069
2023-05-03;CPLE11;BRCPLECDAM13;CPLE;6081602;36,7498075;1;223497703,3
2023-05-03;CPLE3;BRCPLEACNOR8;CPLE;6606600;6,8066826;1;44969029,74
2023-05-03;CPLE5;BRCPLEACNPA1;CPLE;1;25,81;1;25,81
